"Especie","Toneladas","Tamanho","Sexo","Dia","Mes","Ano","Latitude","Longitude"
"Albacora branca",3.5,146.63,"F",8,9,2019,-14.2842176416889,-179.81552939862
"Albacora laje",5.16,157.2,"F",11,7,2023,-12.8090062458068,-109.102836772799
"Outros",2.53,168.76,"M",26,11,2019,-51.786675453186,-151.988564310595
"Tubarao Azul",2.79,164.9,"F",12,12,2022,7.15015827678144,74.7537456918508
"Outros",1.23,139.24,"M",21,9,2022,88.7644737772644,-164.415574455634
"Outros",3.72,189.86,"M",11,3,2022,-66.4302215119824,-66.2622041255236
"Outros",7.03,119.49,"M",26,7,2018,-61.9261116720736,-65.1592706423253
"Albacora branca",1.63,118.85,"M",9,7,2022,7.41740440484136,-147.006840510294
"Outros",2.09,125.65,"M",3,2,2021,-3.04355784785002,-29.7759239561856
"Meca",6.61,181.8,"M",22,6,2019,-53.2344474736601,-171.032633967698
"Outros",2.93,159.78,"F",10,1,2021,-48.6603166814893,-62.4775767792016
"Meca",2.09,163.52,"M",15,4,2018,-44.1425646655262,-172.857117131352
"Albacora branca",7.59,163.85,"M",6,1,2022,-62.5847963243723,-25.8447787631303
"Albacora branca",6.2,133.09,"M",10,10,2020,-53.2656345237046,-12.0809416472912
"Tubarao Azul",5.27,145.5,"M",11,3,2018,-31.1693274322897,-40.7325235661119
"Tubarao Azul",5.14,128.85,"M",27,6,2020,-9.16323715355247,-8.49532021209598
"Outros",0.28,139.56,"M",16,6,2021,-55.7932620914653,57.3033586330712
"Tubarao Azul",6.94,159.35,"F",27,8,2021,-51.847088355571,163.224555384368
"Albacora laje",5.5,115.47,"M",5,1,2019,-9.87021569162607,-96.3542461115867
"Albacora laje",6.11,160.88,"F",14,11,2023,3.89022419694811,-178.886312954128
"Tubarao Azul",1.8,182.16,"F",10,11,2018,-47.8053081594408,60.59206020087
"Albacora bandolim",2.82,184.15,"F",28,6,2023,-0.271628857590258,-157.493195906281
"Albacora laje",4.7,189.69,"M",9,8,2018,-68.955401647836,-104.751274678856
"Outros",7.86,125.59,"M",4,7,2020,59.7764866473153,-78.8672239333391
"Outros",7.88,146.14,"F",6,10,2019,68.840636042878,2.47888566926122
"Tubarao Azul",2.17,157.22,"F",8,11,2018,84.4583798199892,-25.0284741818905
"Tubarao Azul",7.5,141.14,"M",22,7,2022,-27.7391875348985,56.2118009850383
"Outros",4.21,135.92,"F",6,2,2020,-9.89609427284449,-81.1516484431922
"Albacora branca",7.99,137.98,"F",4,6,2023,-62.7541425777599,-46.4649659860879
"Outros",6.41,123.6,"F",8,4,2018,-5.18036685883999,112.432890459895
"Tubarao Azul",1.45,172.79,"M",11,5,2018,-15.3299921611324,-84.0229774173349
"Tubarao Azul",1.32,150.53,"F",8,2,2022,-42.9720669658855,24.190322002396
"Albacora laje",2.28,164.67,"M",14,9,2022,84.2890096781775,-99.0553841460496
"Albacora branca",3.8,158.6,"F",15,5,2019,-4.47983475867659,-13.099466599524
"Meca",5.73,176.05,"M",17,4,2021,-10.8419687440619,-112.203290434554
"Albacora branca",2.13,153.31,"F",6,8,2019,7.64344543218613,-34.5145244523883
"Meca",5.66,150.59,"F",12,9,2022,-14.0439980383962,-109.433378046378
"Meca",2.65,133.56,"F",28,12,2019,-48.5790501069278,75.4695524275303
"Albacora bandolim",4.49,155.62,"M",5,1,2023,-54.2857291130349,-60.1575316954404
"Albacora branca",6.55,140.2,"M",27,1,2020,-10.1607857225463,-6.91500222310424
"Tubarao Azul",7.58,174.72,"M",21,3,2019,78.112112316303,-165.537601159886
"Outros",4.5,146.95,"M",6,2,2022,82.1717844810337,-0.933155687525868
"Tubarao Azul",5.14,171.57,"M",8,5,2018,87.2191820014268,170.280533339828
"Meca",3.95,164.08,"F",15,1,2021,2.89977849461138,65.1249380316585
"Albacora laje",6.74,139.51,"F",18,7,2020,58.0518716806546,-55.0887702126056
"Albacora bandolim",4.22,152.63,"M",7,8,2023,-14.9489708337933,-116.413787612692
"Meca",6.45,183.6,"F",9,1,2021,-70.357028148137,-124.572178032249
"Albacora bandolim",2.86,155.42,"F",22,7,2018,-44.1924443235621,62.2437050845474
"Outros",0.89,145.95,"F",15,7,2021,-47.1167990192771,102.050300762057
"Albacora bandolim",2.19,166.6,"M",7,9,2023,-54.5674075791612,124.233410926536
"Meca",6.31,137.35,"F",19,10,2020,8.36976646911353,138.446042463183
"Albacora branca",7.85,134.47,"F",18,2,2022,2.81511234585196,66.7486379854381
"Albacora laje",7.6,189.91,"F",11,2,2021,-16.7315141810104,-114.98735440895
"Albacora branca",5.61,151.11,"F",16,4,2020,44.9696538224816,152.143629016355
"Albacora laje",2.83,175.61,"M",20,6,2021,-31.7470840970054,50.5054089333862
"Albacora bandolim",1.46,151.32,"M",6,9,2023,-2.73991816677153,-138.655738569796
"Tubarao Azul",2.62,123.09,"M",4,11,2022,55.1701925229281,-5.92993841506541
"Albacora bandolim",4.6,159.63,"M",26,8,2020,55.8007000666112,179.616873431951
"Meca",0.91,124.88,"M",19,9,2023,-61.7261042492464,-5.61632657423615
"Tubarao Azul",3.91,179.16,"M",21,12,2022,72.6158082252368,29.9585351999849
"Tubarao Azul",5.92,116.77,"M",18,10,2021,83.7145977281034,-9.26646762527525
"Albacora bandolim",6.37,144.33,"M",13,7,2019,-60.3206329699606,-37.029991010204
"Meca",7.97,143.98,"M",27,10,2020,-41.3817053195089,-145.574957057834
"Albacora bandolim",5.26,145.4,"F",15,12,2022,-36.1417986592278,164.748578164726
"Meca",2.68,162.34,"M",17,5,2020,-47.6487877685577,80.4758942127228
"Albacora laje",0.41,175.5,"M",5,5,2023,-43.4663873584941,121.624596957117
"Albacora branca",3.83,118.41,"M",19,4,2021,-59.5998310809955,38.8552757352591
"Albacora branca",0.14,185.73,"M",19,5,2018,-30.3600806230679,-141.656299224123
"Meca",1.51,184.92,"M",3,8,2020,-65.2542694145814,169.8990046978
"Albacora branca",7.11,162.57,"F",8,8,2020,44.1663398500532,-45.3587752953172
"Albacora bandolim",2.9,132.34,"M",15,2,2021,69.2874253867194,-7.4909159168601
"Outros",2.02,169.6,"M",12,1,2020,-28.7369541171938,48.1602930743247
"Albacora branca",1.56,151.57,"F",9,4,2023,-20.7583615975454,-105.140852713957
"Tubarao Azul",6.49,152.78,"M",1,1,2020,-43.8814515760168,92.2136414330453
"Tubarao Azul",3.73,170.1,"M",7,7,2023,-47.5554036861286,67.6525391545147
"Albacora laje",0.32,128.78,"F",9,5,2021,4.60773166269064,-145.685887774453
"Albacora bandolim",2.37,129.1,"M",17,2,2021,43.7061936082318,-133.076375350356
"Meca",2.3,116.93,"M",25,3,2022,-24.5894771581516,92.0397506374866
"Albacora branca",0.69,142.55,"M",22,10,2018,-15.0336911715567,90.9063009079546
"Tubarao Azul",7.72,139.44,"M",28,11,2019,-23.3163250330836,64.5970098115504
"Albacora laje",4.19,178.98,"F",19,4,2022,-18.3735540742055,-80.8612104691565
"Albacora laje",3.49,161.16,"F",9,7,2022,-66.3621661998332,63.8876895792782
"Tubarao Azul",1.48,188.07,"M",24,7,2019,-61.1569914221764,-82.3403339926153
"Tubarao Azul",0.65,121.14,"M",18,7,2018,-50.4717303626239,-110.968711785972
"Meca",1.14,187.31,"F",12,3,2023,-22.1199290128425,174.821840682998
"Tubarao Azul",5.49,139.5,"M",10,2,2019,-61.6410433128476,-5.73402433656156
"Outros",7.09,162.33,"M",9,11,2022,78.2502353936434,40.4477267805487
"Albacora bandolim",3.82,165.99,"M",5,6,2020,-57.2490981314331,-115.326657705009
"Albacora branca",7.27,159.42,"F",26,11,2019,59.2797610256821,-31.6276210639626
"Albacora laje",5.72,147.75,"M",19,9,2019,84.5647089136764,30.4541968647391
"Albacora laje",0.76,153.14,"M",25,12,2023,78.2326405635104,34.734961297363
"Albacora bandolim",4.37,121.49,"M",25,10,2022,-71.6834366228431,-138.528897576034
"Outros",3.33,130.7,"F",1,7,2021,6.15096811205149,-31.6405387502164
"Albacora bandolim",7.07,156.39,"F",9,7,2019,-57.8751672059298,110.967607889324
"Outros",5.82,159.36,"F",5,3,2018,-89.8974926350638,-179.409425687045
"Albacora branca",4.17,122.4,"F",8,3,2023,87.886741287075,97.5785793922842
"Albacora bandolim",2.27,183.59,"F",7,4,2023,-37.6497184624895,-42.3289968352765
"Meca",4.85,154.75,"F",27,2,2018,-40.3047191910446,62.6406286004931
"Outros",3.14,144.33,"M",15,10,2020,-27.164838113822,-85.6602863129228
"Albacora bandolim",3.31,149.52,"M",28,3,2022,-51.1322218179703,-97.7049068268389
"Meca",2.01,161.57,"F",12,12,2019,7.02775072306395,-162.102898070589
"Albacora bandolim",7.14,121.06,"F",11,1,2019,-86.1589654628187,124.972521951422
"Meca",7.16,169.1,"F",28,4,2022,-25.8752296306193,-84.7024503629655
"Outros",3.64,127.28,"M",12,8,2021,-52.0163152506575,42.5407812092453
"Albacora bandolim",0.45,179.66,"F",19,11,2023,-77.6570935361087,-166.433956520632
"Albacora laje",7.47,125.68,"F",5,5,2021,-38.2622013101354,-78.8160294480622
"Albacora bandolim",7.52,131.59,"M",9,11,2019,-20.0039719976485,96.287834784016
"Meca",4.04,152.39,"M",12,1,2021,80.0049500679597,-169.828431839123
"Tubarao Azul",2.01,164.7,"M",24,6,2018,84.2820304026827,-22.7571184840053
"Albacora bandolim",1.17,173.79,"M",28,11,2023,5.67623840644956,-176.750552728772
"Outros",0.85,165.78,"M",25,12,2018,-45.1741303503513,49.8181129898876
"Albacora laje",1.6,127.53,"M",19,10,2021,-88.182773552835,80.5354472994804
"Outros",5.04,130.55,"M",4,6,2018,-65.6735677924007,-134.148837430403
"Tubarao Azul",0.39,133.61,"M",11,6,2019,-62.8401711629704,109.82855938375
"Meca",3.88,116.94,"M",28,9,2018,-57.8652939107269,-132.91370658204
"Tubarao Azul",2.24,173.55,"M",23,11,2022,77.4197096982971,114.048785436898
"Outros",1.47,189.14,"F",8,2,2020,-53.5547519288957,-8.26457614079118
"Outros",6.95,168.96,"M",14,4,2020,-88.3266048738733,81.7856074031442
"Albacora bandolim",6.61,165.82,"F",28,5,2020,57.9904351802543,-9.19439599849284
"Tubarao Azul",4.95,186.36,"M",28,1,2020,82.0941243460402,171.506280228496
"Albacora bandolim",5.57,116.52,"F",16,11,2018,-43.7462130049244,11.6002958267927
"Tubarao Azul",2.23,187.22,"M",26,5,2021,52.809630073607,162.49436756596
"Tubarao Azul",2.62,118.99,"F",8,6,2023,66.7729385476559,11.6055835504085
"Albacora bandolim",5.58,122.45,"M",23,6,2023,-86.9428043765947,38.5451709665358
"Tubarao Azul",3.26,177.65,"F",7,6,2020,0.217995867133141,84.2627583537251
"Albacora branca",3.09,180.63,"M",26,9,2021,-85.8259578980505,3.06662254035473
"Meca",0.86,127.15,"M",4,5,2018,-5.18624320160598,-120.870833862573
"Tubarao Azul",6.71,151.86,"M",25,4,2021,-46.031151576899,84.5538208633661
"Albacora branca",5.72,170.54,"M",27,7,2020,-68.0553317628801,-91.350628696382
"Outros",4.91,123.96,"F",14,9,2020,-28.4930335264653,68.5487216804177
"Meca",4.01,143.89,"M",26,8,2018,-2.46968389023095,-133.601962169632
"Meca",5.61,172.16,"M",19,4,2022,-22.5357501162216,-125.662204977125
"Tubarao Azul",5.28,187.59,"M",21,11,2019,-65.7449063798413,-152.526315869763
"Albacora laje",4.64,174.81,"F",10,11,2020,43.1440723780543,137.671644631773
"Tubarao Azul",3.38,154.51,"F",14,4,2023,-38.008127133362,-74.5105236489326
"Meca",4,187.91,"M",15,1,2020,-20.500402324833,89.779044399038
"Albacora laje",3.54,163.82,"M",25,6,2019,-84.9798111431301,-113.484957609326
"Tubarao Azul",0.42,145.15,"F",4,11,2019,-68.2306839851663,-157.015107823536
"Albacora bandolim",4.04,182.38,"F",6,11,2018,-17.8011198760942,154.675884107128
"Outros",0.8,127.57,"F",5,5,2021,7.40706251934171,108.108124136925
"Albacora branca",7.99,180.79,"M",4,11,2023,-60.0493532186374,68.0232237093151
"Meca",0.87,140.19,"M",7,1,2022,7.98254278488457,-143.561456529424
"Albacora laje",4.74,179.26,"M",7,1,2023,74.3861501198262,173.624527221546
"Tubarao Azul",1.76,178.42,"M",19,5,2023,78.4014893090352,141.808391790837
"Tubarao Azul",1.3,180.03,"F",9,8,2022,10.4011331917718,-168.51488837041
"Outros",3.31,162.53,"M",24,6,2021,87.6509698759764,-107.08643971011
"Outros",0.36,182.69,"F",18,11,2018,-43.7868870701641,-145.261933878064
"Tubarao Azul",7.87,145.81,"F",25,2,2019,76.9217825308442,161.14785823971
"Outros",4.52,183.56,"F",21,1,2022,-23.0933884950355,169.259398682043
"Tubarao Azul",6.76,173.52,"M",25,11,2022,-51.8962993472815,-113.67474636063
"Albacora bandolim",4.8,133.07,"F",22,10,2021,-33.7886337423697,31.6640897188336
"Albacora laje",5.41,155.53,"M",20,6,2021,86.8939196923748,-57.8871642239392
"Albacora branca",6.67,147.82,"M",25,9,2019,3.8725733757019,177.883961973712
"Outros",6.69,146.05,"F",27,5,2022,-20.3725112043321,-17.2641964070499
"Tubarao Azul",5.76,161.88,"F",24,2,2021,-48.6691962182522,122.930703666061
"Meca",2.56,170.64,"M",14,3,2018,-4.60019478108734,67.130585135892
"Albacora bandolim",1.13,116.67,"F",3,2,2022,10.4834117135033,-124.220423167571
"Albacora laje",1.63,139.29,"M",21,1,2023,-45.4458726989105,-96.8281563185155
"Outros",5.31,132.86,"M",2,8,2023,-13.4016267070547,62.7393474709243
"Outros",7.8,136.95,"F",23,10,2022,7.92946450877935,173.769985008985
"Outros",4.12,184.37,"F",14,4,2022,-36.0226442059502,-2.37119782716036
"Albacora branca",2.58,147.78,"F",11,7,2019,-10.3063286701217,8.06121013127267
"Outros",1.69,117.64,"F",17,6,2018,73.9700442831963,141.337555479258
"Albacora bandolim",0.66,126.21,"F",26,3,2019,-38.9162088604644,57.8782020416111
"Outros",6.11,132.98,"M",3,11,2021,-6.30391051992774,-90.4064483754337
"Albacora laje",2.1,151.48,"M",13,7,2018,78.7787338765338,-71.0740645509213
"Tubarao Azul",7.83,175.67,"M",15,10,2020,-46.9958911975846,-92.7825693972409
"Albacora bandolim",5.97,153.48,"M",2,3,2022,-58.7655783304945,-78.7648392375559
"Albacora laje",6.17,182.99,"F",20,6,2019,84.6521628415212,95.4975013621151
"Albacora laje",7.68,185.89,"M",11,8,2023,71.2789439130574,-178.746033171192
"Albacora branca",5.96,148.01,"M",7,4,2018,62.6669446751475,-4.34634603559971
"Meca",3.43,185.02,"F",14,4,2018,-52.410871759057,174.164695534855
"Meca",6.44,173.97,"M",19,2,2018,-38.6141671054065,-94.2617981974036
"Meca",3.3,159.17,"F",2,10,2019,78.4099127864465,23.8136837817729
"Tubarao Azul",3.43,124.7,"F",28,2,2019,-46.4960069395602,57.2031326126307
"Outros",0.86,178.57,"M",3,6,2023,-43.3153405180201,104.334167204797
"Albacora bandolim",6.49,176.15,"M",8,11,2019,86.3781658513471,78.5869450774044
"Tubarao Azul",3.01,135.23,"F",14,10,2021,43.1261216104031,-17.4978989548981
"Tubarao Azul",0.34,142.73,"M",13,9,2022,-60.9543594159186,98.4196524973959
"Albacora laje",2.5,174.48,"M",25,9,2020,62.4513449007645,-22.9858264233917
"Albacora branca",7.81,133.62,"M",24,9,2023,-84.4642373453826,-99.3347922060639
"Albacora branca",6.71,171.21,"F",15,3,2022,-30.5649025691673,55.6660382542759
"Albacora branca",5.79,120.53,"M",16,9,2019,-60.225858958438,11.7623459268361
"Albacora laje",3.4,165.38,"M",13,4,2019,-70.6103786313906,175.681204358116
"Albacora laje",4.1,124.94,"M",2,11,2018,-69.906621593982,-29.4587873574346
"Albacora branca",2.61,138.72,"M",6,7,2022,57.3277442296967,-175.258315717801
"Albacora branca",1.25,115.98,"M",12,9,2018,66.8182993121445,-56.0265407245606
"Albacora bandolim",2.87,169.57,"F",5,3,2018,-17.9700934281573,110.676462315023
"Tubarao Azul",1.13,132.23,"M",23,7,2020,84.3217044649646,-85.3970849141479
"Albacora bandolim",5.35,164.9,"F",18,5,2020,-54.9115552380681,-94.456685828045
"Albacora bandolim",4.79,156.11,"M",20,1,2019,60.0686363317072,-172.805170956999
"Albacora branca",4.33,120.11,"F",17,10,2023,-58.1259861029685,-42.640146324411
"Meca",4.44,161.92,"F",9,4,2020,77.6357780210674,-91.3872013706714
"Albacora branca",6.3,176.64,"M",10,1,2019,-47.4827259639278,93.4103162772954
"Albacora laje",7.07,142.95,"F",1,5,2019,-57.85244055558,137.579623907804
"Albacora laje",2.36,163.07,"F",17,3,2020,45.398968574591,-6.33613550104201
"Albacora laje",6.05,181.34,"F",24,1,2018,-58.4444974595681,-20.6095094326884
"Albacora laje",0.78,119.05,"F",5,9,2023,-70.1170640252531,-51.8605934455991
"Albacora bandolim",4.52,189.08,"M",28,5,2018,-85.168795902282,-38.2641933113337
"Albacora laje",5.63,127.97,"F",10,3,2021,67.0386607199907,-25.3732902556658
"Tubarao Azul",5.18,134.82,"M",9,3,2020,83.0021976074204,21.3073998503387
"Albacora bandolim",6.5,126.88,"M",28,4,2022,45.8474151464179,-149.358069458976
"Tubarao Azul",6.3,173.33,"M",6,12,2020,75.9840743802488,131.044505545869
"Meca",6.23,129.34,"F",1,6,2018,-4.72950466442853,54.515545098111
"Outros",0.2,140.97,"F",20,3,2021,-46.6109675494954,140.426208917052
"Tubarao Azul",6.05,159.92,"M",2,7,2023,62.1676672250032,-179.519274048507
"Tubarao Azul",5.4,129.41,"M",6,9,2019,-74.3126048706472,-61.5350139979273
"Tubarao Azul",7.29,142.4,"F",3,11,2020,-71.0988619504496,-147.886792318895
"Albacora bandolim",2.04,130.4,"F",15,3,2023,77.4275318998843,32.9218874964863
"Albacora bandolim",6.44,188.09,"F",22,5,2021,-30.6707090931013,102.368397843093
"Tubarao Azul",3.67,163.51,"F",15,2,2020,78.7439694721252,-17.0694091077894
"Outros",4.36,166.57,"M",9,4,2023,-21.9138987315819,-95.5172281712294
"Albacora laje",5.91,156.35,"F",14,12,2020,68.5293854679912,-166.359429834411
"Albacora branca",1.74,147.44,"F",15,4,2018,5.58996854815632,51.8510517384857
"Meca",3.32,131.44,"F",28,3,2021,-63.3297116495669,174.224724378437
"Tubarao Azul",7.01,157.1,"F",15,4,2023,58.193063121289,-166.522632865235
"Outros",4,115.35,"F",20,4,2021,-77.1958801103756,170.939905308187
"Albacora bandolim",1.5,123.47,"M",22,10,2021,88.2985416334122,-173.641878934577
"Albacora bandolim",7.1,154.68,"F",26,10,2023,-26.2854001997039,157.840278279036
"Meca",1.55,153.36,"F",13,9,2019,74.1375060332939,-125.577340973541
"Meca",2.57,146.06,"F",21,11,2020,-10.9753235243261,162.128972662613
"Albacora laje",2.51,137.59,"F",22,1,2020,80.552023393102,73.9374587964267
"Outros",0.72,158.81,"M",2,4,2019,-86.4417186565697,-61.4924979675561
"Tubarao Azul",4.5,183.04,"M",18,3,2021,-11.2695063650608,-145.318896118551
"Meca",4.49,121.85,"F",26,11,2020,-17.2581543540582,-87.4734719283879
"Albacora bandolim",7.19,157.77,"M",1,2,2022,-56.0944031272084,-133.997466964647
"Albacora branca",0.46,135.1,"M",22,7,2020,-58.1990608340129,-156.051301863045
"Albacora laje",7.01,119.88,"M",15,7,2020,-58.2408420229331,33.3433941286057
"Albacora branca",1.58,171.66,"F",6,6,2023,84.3007808038965,76.5648025553674
"Tubarao Azul",5.59,155.76,"M",22,3,2019,-44.0645536221564,99.92452329956
"Albacora laje",1.3,168.94,"M",23,10,2019,-7.5970580521971,117.397403698415
"Albacora laje",0.91,172.47,"M",21,2,2021,86.2696319399402,-19.8638609424233
"Tubarao Azul",0.74,156.6,"M",1,7,2021,53.763565546833,-42.8640612401068
"Albacora bandolim",1.4,117.61,"F",24,10,2021,-47.7203731611371,101.761059304699
"Meca",2.02,158.48,"M",26,5,2022,-23.1471491837874,-24.2521586548537
"Albacora bandolim",5.63,163.85,"M",7,3,2019,57.8614995488897,175.796414706856
"Albacora laje",6.12,178.71,"M",11,9,2018,6.23636658769101,148.298308225349
"Albacora laje",5.76,156.48,"F",7,3,2018,45.5254243360832,153.57542806305
"Tubarao Azul",5.82,121.68,"F",8,5,2023,71.7270429711789,61.3452263362706
"Albacora laje",6.59,164.46,"M",16,1,2018,48.2458304380998,-24.3509969674051
"Albacora bandolim",3.08,185.22,"F",20,6,2019,-54.1153197409585,102.695968821645
"Albacora bandolim",6.04,135.98,"F",19,8,2022,-88.1986788008362,-80.6275714561343
"Albacora branca",6.09,126.92,"M",21,8,2018,-20.1381567958742,-104.758445816115
"Tubarao Azul",0.57,170.47,"F",13,4,2019,-20.6528496975079,-77.0714062079787
"Tubarao Azul",7.08,167.72,"F",1,11,2020,-89.4960135128349,-107.576320879161
"Albacora bandolim",2.55,173.87,"M",8,3,2023,57.9832618217915,-59.7131905797869
"Meca",1.48,154.42,"F",24,6,2018,-7.42574133910239,-5.97465335391462
"Albacora bandolim",5.4,148.29,"M",22,7,2021,-9.26752789411694,-160.500838430598
"Albacora branca",5.02,145.64,"M",13,2,2022,-50.6964355241507,82.4835194461048
"Meca",7.44,122.02,"F",7,10,2020,10.9137890394777,-145.708341887221
"Albacora branca",7.01,138.33,"M",24,12,2018,49.8334981827065,-174.523323476315
"Tubarao Azul",3.85,175.21,"M",15,1,2018,-4.22400365117937,-33.8153844606131
"Albacora bandolim",1.65,129.98,"M",27,7,2019,56.1830865126103,-166.842934302986
"Outros",6.95,174.66,"M",24,8,2020,-35.1405020803213,-36.0375778656453
"Meca",1.62,160.05,"M",21,11,2022,-71.3045305106789,-144.188161371276
"Meca",5.36,142.68,"F",22,12,2022,-65.5440670950338,-126.3801675383
"Outros",3.31,183.94,"M",15,5,2019,-61.1752668209374,-124.732777308673
"Albacora laje",7.03,184.29,"F",10,2,2023,7.46066353283823,-137.684205584228
"Meca",1.08,140.34,"F",9,6,2023,-34.6215634094551,97.5220909807831
"Tubarao Azul",7.75,157.76,"F",28,7,2019,1.31258830893785,66.3486781250685
"Albacora laje",6.17,162.71,"M",3,7,2022,-36.1820555152372,92.4038638640195
"Meca",3.41,123.44,"M",17,2,2019,64.4568737363443,-60.5856187921017
"Albacora laje",2.41,143.2,"M",1,11,2019,56.3409450743347,-31.7799369245768
"Albacora bandolim",4.2,151.03,"F",27,1,2021,-52.6813351549208,-106.997749451548
"Tubarao Azul",1.99,134.84,"F",28,5,2023,-65.0483448710293,-46.1889116931707
"Albacora bandolim",0.82,166.61,"F",24,6,2018,51.3424521451816,-15.1333350688219
"Tubarao Azul",5.33,124.03,"M",12,4,2019,-22.2237168392166,-31.1221436038613
"Albacora laje",7.07,170.47,"F",22,8,2020,5.77437029220164,74.692609263584
"Albacora branca",4.76,165.48,"F",24,7,2023,-19.2110170936212,152.40571285598
"Albacora bandolim",0.83,157.02,"F",27,4,2021,-63.1916899094358,12.8518672753125
"Meca",3.36,185.73,"M",27,8,2022,4.79475505650043,-136.530923685059
